********************************************************************
*                                                                  *
* Surface Mount Top Report                                         *
*                                                                  *
* D:\UTENTI\00.LAVORI IN CORSO\METALTRONICA\22-305-0\22-305-0.MAX  *
* Tue May 02 15:20:36 2023                                         *
*                                                                  *
********************************************************************

 REF DES    VALUE            PACKAGE          FOOTPRINT                      X INSERT   Y INSERT   ROTATION
TVS4       SMBJ5A           SMBJ_2           SMB-12                          88.27 mm   12.07 mm  0       
TVS5       SMBJ30A          SMBJ_2           SMB-12                          88.27 mm   16.51 mm  0       
TVS6       SMBJ30A          SMBJ_2           SMB-12                          71.12 mm   16.51 mm  180     
TVS7       SMBJ5A           SMBJ_2           SMB-12                          43.82 mm   3.18 mm   180     
TVS8       SMBJ5A           SMBJ_2           SMB-12                          62.87 mm   16.51 mm  0       
TVS9       SMBJ5A           SMBJ_2           SMB-12                          43.82 mm   7.62 mm   180     
TVS10      SMBJ5A           SMBJ_2           SMB-12                          43.82 mm   12.07 mm  180     
TVS11      SMBJ5A           SMBJ_2           SMB-12                          62.87 mm   12.07 mm  0       
TVS12      SMBJ30A          SMBJ_2           SMB-12                          71.12 mm   12.07 mm  180     
TVS13      SMBJ30A          SMBJ_2           SMB-12                          71.12 mm   7.62 mm   180     
U1         TCMT1103         TCMT1101         SSOP4                           73.03 mm   37.47 mm  0       
U2         TCMT1103         TCMT1101         SSOP4                           80.65 mm   37.47 mm  0       
U3         TCMT1103         TCMT1101         SSOP4                           76.84 mm   37.47 mm  0       
U4         TCMT1103         TCMT1101         SSOP4                           22.23 mm   46.99 mm  270     
U5         TCMT1103         TCMT1101         SSOP4                           28.58 mm   53.34 mm  90      
U6         TCMT1103         TCMT1101         SSOP4                           22.23 mm   58.42 mm  270     
U7         TCMT1103         TCMT1101         SSOP4                           22.23 mm   62.23 mm  270     
U8         TCMT1103         TCMT1101         SSOP4                           22.23 mm   50.80 mm  270     
U9         TCMT1103         TCMT1101         SSOP4                           53.98 mm   31.12 mm  90      
U10        74LVC1G17GV      SN74HCS125PWR_1  SOT753                          34.90 mm   39.05 mm  90      
U11        TCMT1103         TCMT1101         SSOP4                           28.58 mm   41.91 mm  90      
U12        TCMT1103         TCMT1101         SSOP4                           22.23 mm   34.29 mm  270     
U13        TCMT1103         TCMT1101         SSOP4                           47.63 mm   36.83 mm  270     
U14        74LVC1G17GV      SN74HCS125PWR_1  SOT753                          34.95 mm   35.24 mm  270     
U15        74LVC1G17GV      SN74HCS125PWR_1  SOT753                          34.95 mm   31.43 mm  270     
U16        TCMT1103         TCMT1101         SSOP4                           22.23 mm   30.48 mm  270     
U17        TCMT1103         TCMT1101         SSOP4                           47.63 mm   41.28 mm  270     
U18        TCMT1103         TCMT1101         SSOP4                           28.58 mm   6.35 mm   90      
U19        TCMT1103         TCMT1101         SSOP4                           28.58 mm   17.78 mm  90      
U20        TCMT1103         TCMT1101         SSOP4                           28.58 mm   10.16 mm  90      
U21        TCMT1103         TCMT1101         SSOP4                           28.58 mm   13.97 mm  90      
U22        TCMT1103         TCMT1101         SSOP4                           28.58 mm   2.54 mm   90      
U23        CPC1017N         CPC1017          CPC1017N-CLARE                  25.40 mm   38.10 mm  270     
U24        LM317D2T-TR      LM317D2T_0       PG-TO263-2-1                    94.15 mm   30.48 mm  270     
U25        TCMT1103         TCMT1101         SSOP4                           47.63 mm   23.50 mm  270     
U26        74LVC1G17GV      SN74HCS125PWR_1  SOT753                          34.95 mm   27.62 mm  270     
U27        TCMT1103         TCMT1101         SSOP4                           22.23 mm   26.67 mm  270     
U28        TCMT1103         TCMT1101         SSOP4                           53.98 mm   26.67 mm  90      
U29        74LVC1G17GV      SN74HCS125PWR_1  SOT753                          34.90 mm   23.81 mm  90      
U30        TCMT1103         TCMT1101         SSOP4                           28.58 mm   21.59 mm  90      
